timestamp,latitude,longitude,u_mean,u_std,v_mean,v_std,w_mean,w_std,wind_speed_mean,wind_speed_std,wind_from_mean,wind_from_std,gust_mean,gust_std
2026-01-30T04:44:56Z,47.687462,-122.260391,-256.759735,143.274155,-245.179688,126.24678,246.09877,146.104858,356.18573,188.774765,37.726551,16.737158,462.751129,0.0
2026-01-30T04:45:56Z,47.687472,-122.260394,-305.977112,79.063065,-308.498688,74.823074,306.925262,83.039474,434.827759,107.553185,42.569805,9.368572,462.838409,0.0
2026-01-30T04:46:56Z,47.68747,-122.260388,-241.841324,132.776245,-264.808685,133.988541,248.464096,144.600037,359.769073,186.439392,34.202526,16.335184,440.976715,95.736618
2026-01-30T04:47:56Z,47.687473,-122.260392,-179.264816,151.214737,-210.147934,159.445053,185.380905,168.581726,278.209229,217.22406,25.679302,19.160772,433.438446,109.511559
2026-01-30T04:48:56Z,47.687474,-122.260387,-138.510788,150.182007,-172.063416,163.63504,142.949722,169.977203,223.384918,219.593887,19.716478,19.442228,382.283997,170.179642
2026-01-30T04:49:56Z,47.687475,-122.260394,-215.669144,134.735123,-259.045593,148.404938,232.028,153.848312,338.404266,198.187149,29.951397,17.202747,440.730377,95.816963
2026-01-30T04:50:56Z,47.68748,-122.260387,-187.301147,144.718719,-228.93898,160.143097,200.435883,165.236603,297.613281,213.332031,25.828938,19.086464,426.091827,121.945557
2026-01-30T04:51:56Z,47.687491,-122.260386,-278.19516,76.258347,-329.953278,84.46347,304.650024,87.054039,431.934723,112.443039,37.666767,9.994188,462.870209,0.0
2026-01-30T04:52:56Z,47.687486,-122.260378,-142.45993,149.3564,-169.156799,173.650146,154.154205,165.355835,221.47287,228.736786,25.034571,14.925579,462.767548,0.0
2026-01-30T05:25:53Z,47.687464,-122.260391,-30.804153,75.368164,-61.757351,144.256821,46.959202,116.276634,69.373795,162.605453,357.854675,15.201448,439.803925,100.78714
2026-01-30T05:26:53Z,47.687458,-122.260399,-121.921806,106.571999,-231.94696,203.105972,185.791519,162.677856,262.090698,229.308517,47.662487,32.338978,463.03009,0.0
2026-01-31T17:47:08Z,47.687459,-122.260405,-25.806061,41.02507,102.185432,190.40686,79.267235,140.905731,110.539429,191.902863,59.215015,62.30513,238.732864,227.025681
2026-01-31T17:48:08Z,47.687461,-122.260394,-11.331101,24.332691,65.951828,162.111176,50.221642,119.095688,70.702507,162.330887,29.19463,61.739807,147.739349,211.411896
2026-01-31T17:49:08Z,47.68747,-122.260394,-11.896861,21.206493,76.389801,172.246796,58.222214,125.790154,81.481911,171.628143,49.485268,57.730659,201.342239,224.813614
2026-01-31T17:50:07Z,47.687462,-122.26039,-12.715759,22.219503,69.581787,166.194473,53.791485,121.413353,75.697884,165.491776,57.436749,52.996151,171.261963,218.478882
2026-01-31T17:51:07Z,47.687466,-122.260386,-18.279842,29.826563,95.079941,186.43364,72.481789,136.843994,101.226631,186.479446,58.74128,63.293812,163.789093,216.171371
2026-01-31T17:52:07Z,47.687468,-122.260384,-18.834154,32.03817,84.304794,178.348877,65.232582,131.170853,91.350632,178.750839,59.597507,53.177818,172.391907,217.72023
2026-01-31T17:53:07Z,47.687462,-122.26039,-14.680286,30.474607,61.101933,156.703232,47.785393,115.726501,67.131027,157.882919,48.875412,50.233791,132.857559,204.73613
2026-01-31T17:54:07Z,47.68747,-122.26037,-9.585689,25.758514,38.262852,128.554291,30.471394,95.168106,43.392452,129.856522,33.272007,45.368366,109.185059,192.622101
